RA,NOME,GENERO,ANO_INGRESSO,CF_2022,CG_2022,CT_2022,DEFASAGEM_2022,DEFASAGEM_2023,DEFASAGEM_2024,DESTAQUE_IDA_2022,DESTAQUE_IEG_2022,DESTAQUE_IPV_2022,ESCOLA_2024,FASE_2022,FASE_2023,FASE_2024,FASE_IDEAL_2022,FASE_IDEAL_2023,FASE_IDEAL_2024,IAA_2022,IAA_2023,IAA_2024,IAN_2022,IAN_2023,IAN_2024,IDA_2022,IDA_2023,IDA_2024,IDADE_2022,IDADE_2023,IDADE_2024,IEG_2022,IEG_2023,IEG_2024,INDE_2022,INDE_2023,INDE_2024,INDICADO_BOLSA_2022,INSTITUICAO_ENSINO_2022,INSTITUICAO_ENSINO_2023,INSTITUICAO_ENSINO_2024,IPP_2023,IPP_2024,IPS_2022,IPS_2023,IPS_2024,IPV_2022,IPV_2023,IPV_2024,NOTA_ING_2022,NOTA_ING_2023,NOTA_ING_2024,NOTA_MAT_2022,NOTA_MAT_2023,NOTA_MAT_2024,NOTA_PORT_2022,NOTA_PORT_2023,NOTA_PORT_2024,PEDRA_2022,PEDRA_2023,PEDRA_2024,PONTO_VIRADA_2022,QTDE_AVAL_2022,QTDE_AVAL_2023,QTDE_AVAL_2024,REC_PSICO_2022,STATUS_ATIVO_2024,TURMA_2022,TURMA_2023,TURMA_2024
RA-816,Aluno-816,Feminino,2022,6.0,32.0,1.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Colégio Arco Íris Evolução,0,FASE 1,2P,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),10.0,7.5,7.002,5.0,5.0,10.0,9.6,8.9,9.25,9.0,,11.0,9.3,9.8,9.7727272725,8.513,8.5572,8.929745454599999,True,Escola Pública,Pública,Privada - Programa de Apadrinhamento,9.583333333,9.166666667,7.5,7.52,7.51,9.417,9.283333333,8.786666667,,,,9.5,7.8,8.5,9.7,10.0,10.0,Topázio,Topázio,Topázio,True,2.0,3.0,3.0,Sem limitações,Cursando,S,1P,2P
RA-817,Aluno-817,Feminino,2022,52.0,197.0,2.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,FASE 1,,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),,10.0,9.5,,10.0,10.0,,7.1,5.4,,8.0,,,8.7,8.8,,7.819,7.8597,,False,Escola Pública,Pública,,8.125,,6.3,6.89,,7.417,7.89,,,,,7.7,5.0,,6.5,5.7,,Ametista,Ametista,,False,2.0,3.0,,Requer avaliação,,S,1R,
RA-818,Aluno-818,Masculino,2022,95.0,320.0,5.0,0.0,1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,FASE 1,,ALFA  (2º e 3º ano),ALFA (1° e 2° ano),,9.5,10.0,,10.0,10.0,,6.2,6.2,,7.0,,,7.3,8.4,,7.483,7.997366667,,False,Escola Pública,Pública,,8.125,,7.5,7.52,,7.5,7.613333333,,,,,6.5,5.5,,5.8,6.8,,Ametista,Ametista,,False,2.0,3.0,,Sem limitações,,S,1R,
RA-819,Aluno-819,Masculino,2022,59.0,223.0,3.0,0.0,0.0,1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Estuda em outra cidade,0,FASE 1,2U,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),10.0,0.0,10.002,10.0,10.0,10.0,7.3,9.5,9.0,8.0,9.0,10.0,7.9,8.3,7.784679089,7.741,7.944833333,8.652552484400001,False,Escola Pública,Pública,Pública,8.541666667,8.4375,7.5,7.52,7.51,7.333,8.893333333,8.503333333,,,,8.0,9.7,8.0,6.5,9.3,10.0,Ametista,Ametista,Topázio,False,2.0,3.0,3.0,Sem limitações,Cursando,S,1P,2U
RA-82,Aluno-82,Feminino,2022,37.0,628.0,9.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,,,Fase 7 (3º EM),,,8.8,,,5.0,,,5.5,,,17.0,,,6.8,,,6.596,,,True,Escola Pública,,,,,7.5,,,6.417,,,,,,6.0,,,5.0,,,Ágata,,,False,4.0,,,Não atendido,,K,,
RA-820,Aluno-820,Masculino,2022,103.0,349.0,1.0,-1.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Dom Pedro Villas Boas de Souza,0,FASE 1,2I,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.5,7.9,10.002,5.0,5.0,10.0,6.0,8.9,6.25,9.0,10.0,11.0,10.0,7.4,6.573529412,7.417,7.85605,7.426572549100001,False,Escola Pública,Pública,Pública,9.0625,8.333333333,6.9,7.52,7.51,7.583,8.28,6.386666667,,,,7.7,9.2,6.0,4.3,8.5,6.5,Ametista,Ametista,Ametista,False,2.0,3.0,3.0,Sem limitações,Cursando,T,1F,2I
RA-821,Aluno-821,Masculino,2022,174.0,671.0,5.0,-2.0,,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Mario Francisco de Amorim,0,,2A,Fase 2 (5º e 6º ano),,Fase 2 (5° e 6° ano),9.0,,8.502,5.0,,10.0,4.6,,4.25,10.0,,11.0,7.0,,5.9166666665,6.342,,6.643866666600001,False,Escola Pública,,Pública,,6.666666667,7.5,,7.51,6.917,,6.713333333,,,,5.2,,4.5,4.0,,4.0,Ágata,,Ágata,False,2.0,,3.0,Não atendido,Cursando,T,,2A
RA-822,Aluno-822,Masculino,2022,148.0,521.0,3.0,-2.0,-2.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE João Ortiz Rodrigues,0,ALFA,1H,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),8.0,8.5,0.0,5.0,5.0,5.0,6.1,7.1,6.75,10.0,,12.0,8.4,8.4,4.6245059285,6.922,6.4497,5.2645678524,False,Escola Pública,Pública,Pública,5.625,6.666666667,7.5,2.52,5.01,7.083,5.925,6.61,,,,6.5,8.0,7.5,5.7,6.2,6.0,Ágata,Ágata,Quartzo,False,2.0,2.0,3.0,Não atendido,Cursando,T,ALFA I - G2/G3,1H
RA-823,Aluno-823,Feminino,2021,181.0,729.0,6.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 2 (5º e 6º ano),,,10.0,,,5.0,,,2.8,,,10.0,,,6.0,,,5.989,,,False,Escola Pública,,,,,7.5,,,7.167,,,,,,4.0,,,1.7,,,Quartzo,,,False,2.0,,,Não atendido,,T,,
RA-824,Aluno-824,Masculino,2022,159.0,555.0,4.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,ALFA  (2º e 3º ano),,,10.0,,,10.0,,,6.0,,,8.0,,,4.4,,,6.799,,,False,Escola Pública,,,,,6.9,,,7.333,,,,,,7.0,,,5.0,,,Ágata,,,False,2.0,,,Sem limitações,,T,,
RA-825,Aluno-825,Feminino,2021,121.0,412.0,2.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,7.5,,,5.0,,,7.6,,,9.0,,,8.2,,,7.25,,,False,Escola Pública,,,,,6.9,,,7.917,,,,,,8.3,,,6.8,,,Ametista,,,False,2.0,,,Sem limitações,,T,,
RA-826,Aluno-826,Masculino,2022,55.0,211.0,5.0,0.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EM Cecilia Cristina de Oliveira Rodrigues,0,ALFA,1L,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),9.5,10.0,10.002,10.0,5.0,5.0,5.4,7.3,6.75,8.0,,10.0,9.6,10.0,10.0,7.776,7.77645,7.9442,False,Escola Pública,Pública,Pública,7.8125,7.5,7.5,3.77,6.26,7.5,8.34,8.59,,,,4.3,7.0,5.5,6.5,7.5,8.0,Ametista,Ametista,Ametista,False,2.0,2.0,2.0,Não atendido,Cursando,U,ALFA N - G2/G3,1L
RA-827,Aluno-827,Feminino,2022,104.0,352.0,6.0,-2.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,0,FASE 1,2K,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.5,7.9,10.002,5.0,5.0,10.0,7.6,8.1,7.25,10.0,,12.0,7.0,8.1,9.782608695499999,7.412,7.419925,8.2483467391,False,Escola Pública,Pública,Pública,8.28125,7.65625,7.5,3.14,5.01,8.667,8.73,7.875,,,,7.7,7.7,6.0,7.5,8.5,8.5,Ametista,Ametista,Topázio,True,2.0,3.0,4.0,Não atendido,Cursando,U,1M,2K
RA-828,Aluno-828,Feminino,2022,131.0,444.0,9.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,9.5,,,5.0,,,6.9,,,9.0,,,7.1,,,7.139,,,False,Escola Pública,,,,,7.5,,,7.833,,,,,,7.3,,,6.5,,,Ametista,,,False,2.0,,,Não atendido,,U,,
RA-829,Aluno-829,Feminino,2022,39.0,142.0,3.0,0.0,0.0,1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Colégio Arco Íris Evolução,0,FASE 1,2K,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),9.0,9.0,9.502,10.0,10.0,10.0,7.8,8.4,8.0,8.0,9.0,10.0,8.6,9.4,9.75,8.003,8.532075,9.171825000000002,False,Escola Pública,Pública,Privada - Programa de Apadrinhamento,9.21875,8.90625,7.5,3.14,9.38,7.5,9.23,9.215,,,,8.2,7.5,6.0,7.5,9.2,10.0,Ametista,Topázio,Topázio,False,2.0,3.0,4.0,Não atendido,Cursando,U,1M,2K
RA-83,Aluno-83,Feminino,2022,35.0,598.0,8.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,,,Fase 7 (3º EM),,,7.9,,,5.0,,,6.8,,,17.0,,,6.8,,,6.671,,,True,Escola Pública,,,,,7.5,,,5.958,,,,,,6.0,,,7.5,,,Ágata,,,False,4.0,,,Não atendido,,K,,
RA-830,Aluno-830,Feminino,2022,122.0,414.0,8.0,-1.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EM Cecilia Cristina de Oliveira Rodrigues,0,ALFA,1L,Fase 1 (4º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),10.0,0.0,9.002,5.0,5.0,5.0,6.0,8.3,6.75,9.0,9.0,11.0,8.6,8.9,7.619047619,7.234,6.78,7.1373428571,False,Escola Pública,Pública,Pública,6.25,8.333333333,7.5,3.14,5.63,7.5,9.505,7.335,,,,5.8,8.3,6.5,6.2,8.3,7.0,Ametista,Ágata,Ametista,False,2.0,2.0,2.0,Não atendido,Cursando,U,ALFA U - G2/G3,1L
RA-831,Aluno-831,Masculino,2022,107.0,356.0,7.0,-1.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EM Cecilia Cristina de Oliveira Rodrigues,0,ALFA,1K,Fase 1 (4º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),9.5,8.0,10.002,5.0,5.0,5.0,7.2,8.3,7.75,9.0,9.0,10.0,9.2,9.4,9.523809524,7.41,7.71645,8.0066285715,False,Escola Pública,Pública,Pública,7.8125,7.916666667,7.5,3.77,6.26,7.167,8.59,8.17,,,,7.3,8.8,6.5,7.0,7.8,9.0,Ametista,Ametista,Topázio,False,2.0,2.0,2.0,Não atendido,Cursando,U,ALFA N - G2/G3,1K
RA-832,Aluno-832,Masculino,2022,24.0,92.0,1.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,FASE 1,2U,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),10.0,10.0,9.002,5.0,5.0,10.0,8.8,8.5,8.0,9.0,10.0,11.0,9.2,9.5,8.695652174,8.179,8.2697,8.2403304348,False,Escola Pública,Pública,Pública,7.708333333,7.5,7.5,7.52,7.51,8.833,8.283333333,7.5,,,,8.8,9.2,7.0,8.8,7.7,9.0,Topázio,Topázio,Topázio,True,2.0,3.0,3.0,Não atendido,Cursando,U,1L,2U
RA-833,Aluno-833,Masculino,2022,53.0,204.0,4.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EM Cecilia Cristina de Oliveira Rodrigues,0,FASE 1,2U,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),10.0,10.0,9.002,5.0,5.0,10.0,7.8,7.4,8.0,9.0,,11.0,9.5,9.5,9.3271221535,7.791,7.81295,8.5184577641,False,Escola Pública,Pública,Pública,8.4375,8.125,7.5,3.77,7.51,7.583,8.56,7.946666667,,,,8.2,7.3,9.0,7.5,7.5,7.0,Ametista,Ametista,Topázio,False,2.0,3.0,3.0,Não atendido,Cursando,U,1M,2U
RA-834,Aluno-834,Masculino,2022,30.0,105.0,2.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,0,FASE 1,2L,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.0,9.0,8.002,5.0,5.0,10.0,9.0,9.2,8.75,9.0,,11.0,9.0,9.9,9.109730849,8.136,8.662616667,8.513646169700001,False,Escola Pública,Pública,Pública,9.6875,7.708333333,7.5,6.27,6.26,9.083,9.283333333,8.723333333,,,,9.2,9.0,9.0,8.8,9.3,8.5,Topázio,Topázio,Topázio,True,2.0,3.0,3.0,Não atendido,Cursando,U,1N,2L
RA-835,Aluno-835,Masculino,2022,119.0,408.0,6.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,ALFA,,ALFA  (2º e 3º ano),ALFA (1° e 2° ano),,6.9,8.0,,10.0,10.0,,7.5,8.7,,8.0,8.0,,7.3,8.5,,7.263,8.2467,,False,Escola Pública,Pública,,6.875,,7.5,7.52,,6.667,7.835,,,,,7.6,8.5,,7.3,8.9,,Ametista,Topázio,,False,2.0,2.0,,Não atendido,,V,ALFA V - G0/G1,
RA-836,Aluno-836,Masculino,2022,68.0,250.0,3.0,-1.0,-2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE João Ortiz Rodrigues,0,ALFA,1J,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),8.5,9.5,9.502,5.0,5.0,5.0,9.2,6.7,2.75,9.0,,11.0,8.3,9.6,6.439393939,7.665,7.6417,6.0234537878,False,Escola Pública,Pública,Pública,6.875,7.34375,7.5,6.27,7.51,7.583,8.085,6.25,,,,9.0,6.7,5.5,9.3,6.7,0.0,Ametista,Ametista,Ágata,False,2.0,2.0,4.0,Não atendido,Cursando,V,ALFA G - G2/G3,1J
RA-837,Aluno-837,Masculino,2022,21.0,83.0,1.0,0.0,0.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EM Maria Ignez Concelles Irma Ines,0,FASE 1,2G,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),8.5,9.0,7.502,10.0,10.0,10.0,8.8,7.0,6.75,8.0,,10.0,9.0,9.3,9.782608695499999,8.207,8.2712,7.9648467391,False,Escola Pública,Pública,Pública,7.916666667,7.03125,7.5,7.52,6.885,7.5,7.836666667,7.5825,,,,9.2,6.3,6.0,8.3,7.7,7.5,Topázio,Topázio,Ametista,False,2.0,3.0,4.0,Não atendido,Cursando,V,1G,2G
RA-838,Aluno-838,Masculino,2022,97.0,330.0,4.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,10.0,,,5.0,,,6.3,,,9.0,,,7.4,,,7.461,,,True,Escola Pública,,,,,7.5,,,9.417,,,,,,6.6,,,5.9,,,Ametista,,,True,2.0,,,Não atendido,,V,,
RA-839,Aluno-839,Feminino,2022,188.0,811.0,7.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,0.0,,,5.0,,,5.4,,,9.0,,,5.1,,,5.198,,,False,Escola Pública,,,,,7.5,,,6.583,,,,,,5.8,,,5.0,,,Quartzo,,,False,2.0,,,Não atendido,,V,,
RA-84,Aluno-84,Feminino,2018,34.0,596.0,7.0,-2.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,FASE 6,,Fase 7 (3º EM),Fase 8 (Universitários),,7.1,0.0,,5.0,5.0,,5.8,6.0,,17.0,,,8.8,8.8,,6.682,6.034416667,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,7.8125,,5.0,2.52,,6.75,7.6725,,5.2,5.5,,5.7,6.8,,6.5,5.8,,Ágata,Ágata,,False,4.0,4.0,,Requer avaliação,,K,6L,
RA-840,Aluno-840,Masculino,2022,48.0,178.0,2.0,0.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EM Maria Ignez Concelles Irma Ines,0,ALFA,1G,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),9.0,9.5,9.502,10.0,5.0,10.0,7.8,8.2,8.0,8.0,,10.0,8.2,9.0,9.337121212,7.875,7.7862,8.5912909091,False,Escola Pública,Pública,Pública,7.5,8.333333333,7.5,4.38,7.51,7.5,8.59,7.946666667,,,,9.6,8.3,7.0,5.9,8.0,9.0,Ametista,Ametista,Topázio,False,2.0,2.0,3.0,Não atendido,Cursando,V,ALFA G - G2/G3,1G
RA-841,Aluno-841,Masculino,2022,115.0,395.0,5.0,-2.0,-2.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE João Ortiz Rodrigues,0,ALFA,2H,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),8.5,0.0,10.002,5.0,5.0,5.0,7.2,6.9,3.25,11.0,11.0,12.0,8.5,7.2,6.3272311215000006,7.3,6.78,6.035771224300001,False,Escola Pública,Pública,Pública,7.5,7.03125,7.5,7.52,7.51,7.5,9.84,5.83,,,,8.6,6.7,4.0,5.8,7.0,2.5,Ametista,Ágata,Ágata,False,2.0,2.0,4.0,Não atendido,Cursando,V,ALFA G - G2/G3,2H
RA-842,Aluno-842,Feminino,2022,42.0,154.0,3.0,0.0,-1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EM Etelvina Delfim Simões,0,ALFA,1G,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),7.5,9.0,8.502,10.0,5.0,5.0,9.1,7.9,7.5,8.0,9.0,10.0,8.3,8.5,7.549407115,7.952,7.2117,7.072914756400001,False,Escola Pública,Pública,Pública,5.625,6.875,7.5,3.77,6.26,8.25,8.01,6.996666667,,,,9.1,8.2,6.0,9.1,7.5,9.0,Ametista,Ametista,Ametista,False,2.0,2.0,3.0,Não atendido,Cursando,Y,ALFA E - G2/G3,1G
RA-843,Aluno-843,Feminino,2022,5.0,30.0,1.0,0.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,ALFA  (2º e 3º ano),,,8.5,,,10.0,,,9.2,,,8.0,,,9.0,,,8.538,,,True,Escola Pública,,,,,7.5,,,8.417,,,,,,9.8,,,8.5,,,Topázio,,,True,2.0,,,Não atendido,,Y,,
RA-844,Aluno-844,Masculino,2022,176.0,695.0,10.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,ALFA  (2º e 3º ano),,,0.0,,,10.0,,,5.9,,,8.0,,,5.0,,,6.253,,,True,Escola Pública,,,,,8.1,,,8.333,,,,,,6.0,,,5.8,,,Ágata,,,False,2.0,,,Não atendido,,Y,,
RA-845,Aluno-845,Feminino,2022,7.0,35.0,2.0,0.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,ALFA  (2º e 3º ano),,,10.0,,,10.0,,,8.7,,,8.0,,,8.8,,,8.491,,,False,Escola Pública,,,,,7.5,,,8.417,,,,,,9.1,,,8.3,,,Topázio,,,True,2.0,,,Não atendido,,Y,,
RA-846,Aluno-846,Feminino,2022,105.0,353.0,7.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,ALFA,,ALFA  (2º e 3º ano),ALFA (1° e 2° ano),,9.0,9.5,,10.0,10.0,,5.9,6.0,,7.0,8.0,,7.2,8.2,,7.412,7.4637,,False,Escola Pública,Pública,,5.625,,7.5,3.77,,7.917,8.67,,,,,7.7,6.3,,4.0,5.7,,Ametista,Ametista,,False,2.0,2.0,,Não atendido,,Y,ALFA E - G2/G3,
RA-847,Aluno-847,Masculino,2022,154.0,543.0,9.0,-1.0,-2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Paschoal Carlos Magno,0,ALFA,1D,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),7.9,7.9,9.002,5.0,5.0,5.0,7.7,7.6,1.0,9.0,10.0,11.0,8.2,9.1,4.5454545455,6.839,6.5418,5.009290909100001,False,Escola Pública,Pública,Pública,5.0,7.5,4.4,2.52,5.01,7.417,5.84,6.245,,,,7.8,7.5,0.0,7.6,7.6,2.0,Ágata,Ágata,Quartzo,False,2.0,2.0,2.0,Sem limitações,Cursando,Y,ALFA E - G2/G3,1D
RA-848,Aluno-848,Masculino,2022,91.0,315.0,6.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,9.5,,,5.0,,,9.0,,,9.0,,,7.0,,,7.488,,,False,Escola Pública,,,,,7.5,,,7.833,,,,,,9.8,,,8.1,,,Ametista,,,False,2.0,,,Não atendido,,Y,,
RA-849,Aluno-849,Masculino,2022,112.0,371.0,8.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,8.5,,,5.0,,,9.1,,,9.0,,,8.3,,,7.369,,,False,Escola Pública,,,,,7.5,,,7.417,,,,,,9.8,,,8.3,,,Ametista,,,False,2.0,,,Não atendido,,Y,,
RA-85,Aluno-85,Masculino,2022,43.0,697.0,10.0,0.0,-1.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,5,FASE 5,5N,Fase 5 (1º EM),Fase 6 (2° EM),Fase 7 (3° EM),6.7,8.8,8.334,10.0,5.0,5.0,4.3,5.7,7.666666666666667,15.0,16.0,17.0,7.3,8.9,8.668046928999999,6.243,7.08435,6.999509385733333,False,Escola Pública,Pública,Pública,5.9375,6.25,5.0,6.27,3.755,5.833,7.8425,6.993333333,,7.5,9.5,5.0,5.8,9.0,3.5,3.8,4.5,Ágata,Ametista,Ágata,False,4.0,4.0,3.0,Requer avaliação,Cursando,K,5C,5N
RA-850,Aluno-850,Masculino,2022,73.0,258.0,4.0,0.0,-1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Chácara Florida II,0,ALFA,1C,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),10.0,0.0,10.002,10.0,5.0,5.0,8.5,7.3,7.75,8.0,9.0,10.0,7.3,7.9,9.2727272725,7.641,6.06525,7.864245454500001,False,Escola Pública,Pública,Pública,6.5625,7.5,7.5,6.26,6.255,7.167,6.265,7.92,,,,8.1,6.8,6.0,8.8,7.7,9.5,Ametista,Ágata,Ametista,False,2.0,2.0,2.0,Não atendido,Cursando,Y,ALFA D - G2/G3,1C
